Type,Epic,Feature,Story,Task,Template,ResourceType,HoursEffort,DurationDays,Description,Assumptions,EpicStatus,FeatureStatus,StoryStatus
Task,Proof-of-Concept,Data Warehouse & Reporting,Data Security Controls,Validate masking and column-level security with test user credentials,,"Principal Consultant - Data, AI & IoT",3.8,0.5,Run validation queries as Viewer user (expect masked PII and denied sensitive columns) and Analyst user (expect unmasked data and access granted); document results for governance demonstration,Test users provisioned; masking and CLS applied,,,
Story,Proof-of-Concept,Data Warehouse & Reporting,Power BI Reporting,,,,,,,,,,active
Task,Proof-of-Concept,Data Warehouse & Reporting,Power BI Reporting,Create Power BI semantic model over Warehouse TDS endpoint in DirectQuery mode,,"Principal Consultant - Data, AI & IoT",15.2,2,Build PBIP format semantic model connecting to Warehouse via TDS endpoint using AAD auth; define measures for Total Transactions Average Balance Transaction Count by Category; implement RLS roles for branch/entity isolation,Warehouse loaded with Gold data; Power BI Desktop accessible; TDS endpoint reachable from developer network,,,
Task,Proof-of-Concept,Data Warehouse & Reporting,Power BI Reporting,Build financial overview dashboard with transaction trends and balance summary,,"Principal Consultant - Data, AI & IoT",15.2,2,Create Power BI report with transaction volume trend line chart balance distribution histogram top accounts by transaction value table product category breakdown donut chart; commit PBIP files to Git and sync to workspace,Semantic model complete; synthetic financial data loaded; PBIP format enabled,,,
Task,Proof-of-Concept,Data Warehouse & Reporting,Power BI Reporting,Demonstrate row-level security showing different users see different data slices,,"Principal Consultant - Data, AI & IoT",7.6,1,Use Power BI View As feature to show users mapped to Branch A role only see Branch A transactions; document RLS behaviour for governance walkthrough,RLS roles defined in semantic model; test users mapped to roles,,,
Feature,Proof-of-Concept,Real-Time Intelligence,,,,,,,,,,active,
Story,Proof-of-Concept,Real-Time Intelligence,Eventhouse & KQL Setup,,,,,,,,,,active
Task,Proof-of-Concept,Real-Time Intelligence,Eventhouse & KQL Setup,Create Eventhouse and KQL Database via fabric-eventhouse Terraform module,,Principal Engineer - Cloud & DevOps,7.6,1,Apply fabric-eventhouse module in PoC workspace; confirm Eventhouse and KQL Database items appear; note KQL query URI for CLI-based schema deployment,fabric-eventhouse module built; workspace provisioned,,,
Task,Proof-of-Concept,Real-Time Intelligence,Eventhouse & KQL Setup,Deploy KQL table schema retention policy and update policy via KQL migration scripts in CI/CD,,Principal Engineer - Cloud & DevOps,15.2,2,Write .kql schema scripts: CREATE TABLE Transactions; set retention policy 365 days; add CI/CD pipeline stage using Kusto CLI to apply scripts on merge to develop,Eventhouse provisioned; KQL query URI available; Kusto CLI accessible from CI/CD runner with AllDatabasesAdmin,,,
Task,Proof-of-Concept,Real-Time Intelligence,Eventhouse & KQL Setup,Enable OneLake availability on KQL Database for Delta mirroring to OneLake,,Principal Engineer - Cloud & DevOps,3.8,0.5,Toggle OneLake availability on in KQL Database settings; validate Delta Parquet files appear in OneLake under Eventhouse path; confirm data queryable via Lakehouse shortcut,Eventhouse and KQL Database provisioned; OneLake availability is a portal toggle,,,
Story,Proof-of-Concept,Real-Time Intelligence,Streaming Ingestion,,,,,,,,,,active
Task,Proof-of-Concept,Real-Time Intelligence,Streaming Ingestion,Configure Eventstream with simulated transaction event source using Azure Event Hubs,,"Principal Consultant - Data, AI & IoT",15.2,2,Create Eventstream item; connect to Azure Event Hubs namespace publishing synthetic transaction JSON events at ~100 events/min; validate events appearing in Eventstream preview pane,Azure Event Hubs namespace provisioned; synthetic event generator running,,,
Task,Proof-of-Concept,Real-Time Intelligence,Streaming Ingestion,Route Eventstream output to Eventhouse KQL Database Transactions table,,"Principal Consultant - Data, AI & IoT",7.6,1,Add Eventhouse destination to Eventstream; map JSON event fields to KQL table columns; validate streaming ingestion with query: Transactions | take 10,Eventstream source connected; Eventhouse and Transactions table provisioned,,,
Task,Proof-of-Concept,Real-Time Intelligence,Streaming Ingestion,Validate streaming data in KQL and confirm Delta mirror in OneLake,,"Principal Consultant - Data, AI & IoT",3.8,0.5,Run KQL query confirming row count growing over time; check OneLake path for Delta files; run Spark read against OneLake Eventhouse Delta path,Eventstream routing complete; OneLake availability enabled,,,
Story,Proof-of-Concept,Real-Time Intelligence,Anomaly Detection & Alerting,,,,,,,,,,active
Task,Proof-of-Concept,Real-Time Intelligence,Anomaly Detection & Alerting,Develop KQL anomaly detection query using series_decompose_anomalies on transaction volume,,"Principal Consultant - Data, AI & IoT",15.2,2,Write KQL: bin transactions into 1-minute buckets; apply series_decompose_anomalies() to detect volume spikes; return anomaly score and direction; save as KQL queryset for reuse by Activator,Streaming data flowing into Eventhouse; sufficient data history; synthetic generator can simulate spikes,,,
Task,Proof-of-Concept,Real-Time Intelligence,Anomaly Detection & Alerting,Configure Activator rule to send Teams notification on transaction volume anomaly,,"Principal Consultant - Data, AI & IoT",15.2,2,Create Activator item; connect to Eventstream as data source; define condition: anomaly_score > threshold for 3 consecutive minutes; set action to send adaptive card to PoC Teams channel,Activator is GA; Teams webhook available; anomaly detection query validated,,,
Task,Proof-of-Concept,Real-Time Intelligence,Anomaly Detection & Alerting,Build real-time Power BI dashboard consuming Eventhouse via KQL visual with auto-refresh,,"Principal Consultant - Data, AI & IoT",15.2,2,Create Power BI report with KQL visual (30s auto-refresh): live transaction rate gauge rolling 5-minute volume trend anomaly flag indicator; demonstrate live refresh during simulated spike event,Eventhouse streaming; KQL visual available in Power BI Desktop; Power BI workspace in same Fabric tenant,,,
Feature,Proof-of-Concept,Data Science & ML,,,,,,,,,,active,
Story,Proof-of-Concept,Data Science & ML,Model Training,,,,,,,,,,active
Task,Proof-of-Concept,Data Science & ML,Model Training,Develop credit risk scoring notebook using scikit-learn on synthetic Gold Lakehouse data,,"Principal Consultant - Data, AI & IoT",15.2,2,Write PySpark notebook reading Gold DimCustomer and FactTransactions; engineer features (transaction frequency average amount days since last transaction); train logistic regression for binary default prediction; evaluate with AUC and F1 metrics,Gold Lakehouse populated with synthetic data including target label column; scikit-learn in pinned environment; no real customer data in PoC,,,
Task,Proof-of-Concept,Data Science & ML,Model Training,Instrument training notebook with MLflow experiment tracking,,"Principal Consultant - Data, AI & IoT",7.6,1,Add mlflow.start_run() to notebook; log hyperparameters (C max_iter) training metrics (AUC precision recall) and model artifact; confirm experiment and run appear in Fabric ML Experiments item,MLflow pre-installed in Fabric Spark runtime; ML Experiments item auto-created on first log,,,
Task,Proof-of-Concept,Data Science & ML,Model Training,Register trained model to Fabric ML Models and tag with version metadata,,"Principal Consultant - Data, AI & IoT",3.8,0.5,Call mlflow.sklearn.log_model() with registered_model_name; confirm model version appears in ML Models item; add tags: model_type=credit_risk training_data=synthetic version=1.0,Training notebook complete; MLflow logging instrumented,,,
Story,Proof-of-Concept,Data Science & ML,Batch Scoring Pipeline,,,,,,,,,,active
Task,Proof-of-Concept,Data Science & ML,Batch Scoring Pipeline,Create Spark Job Definition for batch inference loading model from ML Models registry,,"Principal Consultant - Data, AI & IoT",15.2,2,Write parameterised Python scoring script loading registered model via mlflow.pyfunc.load_model(); reads unseen Gold Lakehouse records; writes scored output (AccountId ProbabilityOfDefault ScoreDate) back to Gold Lakehouse as Delta table,Model registered in ML Models; Gold Lakehouse has held-out scoring dataset; Spark Job Definition item available,,,
Task,Proof-of-Concept,Data Science & ML,Batch Scoring Pipeline,Trigger batch scoring from scheduled Data Factory orchestration pipeline,,"Principal Consultant - Data, AI & IoT",7.6,1,Add Spark Job Definition activity to master orchestration pipeline; configure daily schedule; validate end-to-end: pipeline triggers scoring runs scored Delta table updated in Gold Lakehouse,Spark Job Definition committed to Git and synced; master pipeline exists,,,
Task,Proof-of-Concept,Data Science & ML,Batch Scoring Pipeline,Surface model scores in Power BI financial dashboard as a credit risk heat map,,"Principal Consultant - Data, AI & IoT",7.6,1,Add new report page to financial dashboard showing customer credit risk scores by segment; use conditional formatting to highlight high-risk accounts; demonstrate end-to-end: pipeline runs scores update dashboard refreshes,Batch scoring pipeline complete; scored Delta table in Gold Lakehouse; Power BI semantic model includes scored table,,,
Feature,Proof-of-Concept,AI Agents & Agentic Workflows,,,,,,,,,,active,
Story,Proof-of-Concept,AI Agents & Agentic Workflows,Fabric Data Agent,,,,,,,,,,active
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Fabric Data Agent,Create Fabric Data Agent grounded in Gold Lakehouse SQL endpoint and Warehouse,,"Principal Consultant - Data, AI & IoT",15.2,2,Create Data Agent item in Fabric portal (Preview); add Gold Lakehouse SQL analytics endpoint and Fabric Warehouse as grounding sources; configure schema visibility (expose FactTransactions DimCustomer risk scores; exclude raw Bronze tables),Data Agent feature enabled in Fabric tenant; Azure OpenAI backend available in Fabric tenant region; Gold and Warehouse populated,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Fabric Data Agent,Configure agent system prompt and data access permissions for financial context,,"Principal Consultant - Data, AI & IoT",7.6,1,Write system prompt establishing financial data assistant persona; add instructions to cite data source and time period; restrict to SELECT-only operations; configure which AAD groups can interact with the agent,Data Agent created; grounding data sources connected,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Fabric Data Agent,Test natural language queries against Fabric financial data end-to-end,,"Principal Consultant - Data, AI & IoT",7.6,1,"Run NL queries: ""What was total transaction volume last week?"", ""Which customers have highest default risk score?"", ""Show top 10 accounts by transaction frequency in March""; validate SQL generated results correct and CLS enforced",Agent configured; data populated; test user without UNMASK permission available to validate CLS through agent,,,
Story,Proof-of-Concept,AI Agents & Agentic Workflows,Copilot Studio Integration,,,,,,,,,,active
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Copilot Studio Integration,Publish Fabric Data Agent as a skill action in Microsoft Copilot Studio,,"Principal Consultant - Data, AI & IoT",15.2,2,In Copilot Studio create new Copilot; add Fabric Data Agent as Connector action skill; configure OAuth with AAD authentication; test action returns correct responses in Copilot Studio test pane,Copilot Studio licence available in M365 tenant; Fabric Data Agent published; AAD app registration created for OAuth flow,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Copilot Studio Integration,Build Teams-deployed chatbot topic routing financial queries to Fabric Data Agent,,"Principal Consultant - Data, AI & IoT",15.2,2,"Create trigger phrases topic in Copilot Studio: ""show me data"" ""query transactions"" ""financial report""; wire to Fabric Data Agent skill action; deploy Copilot to PoC Teams channel; test end-to-end from Teams message to Fabric data response",Copilot Studio skill action configured; Teams channel available; M365 Copilot Studio deployment permissions granted,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Copilot Studio Integration,Demonstrate end-to-end natural language query from Teams to Fabric Warehouse data,,"Principal Consultant - Data, AI & IoT",7.6,1,"Live demo: user types ""What were total transactions in the last 7 days?"" in Teams → Copilot Studio routes to Fabric Data Agent → agent queries Warehouse → returns formatted answer in Teams adaptive card",Full integration stack deployed; demo account with appropriate permissions; Teams channel accessible,,,
Story,Proof-of-Concept,AI Agents & Agentic Workflows,Operational Agent Monitoring,,,,,,,,,,active
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Operational Agent Monitoring,Configure Fabric Operational Agent to monitor medallion pipeline for failures and data quality,,"Principal Consultant - Data, AI & IoT",15.2,2,Enable Fabric Operational Agent (Preview) on PoC workspace; configure monitoring scope: Bronze ingest pipeline Silver notebook Gold pipeline; set notification targets for pipeline failure and data quality anomaly events,Fabric Operational Agents feature enabled in tenant; pipelines committed and synced; Teams webhook available,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Operational Agent Monitoring,Wire Operational Agent alert output to Activator for automated downstream notification,,"Principal Consultant - Data, AI & IoT",7.6,1,Connect Operational Agent output events to Activator; define rule: if pipeline failure event received send Teams alert with pipeline name failure time and error summary,Activator configured from RTI feature; Operational Agent emitting events; Activator supports Operational Agent as event source,,,
Task,Proof-of-Concept,AI Agents & Agentic Workflows,Operational Agent Monitoring,Demonstrate automated alerting by intentionally breaking the Bronze ingest pipeline,,"Principal Consultant - Data, AI & IoT",3.8,0.5,Introduce intentional failure in Bronze pipeline (bad source path); observe Operational Agent detects failure; confirm Activator fires Teams notification within latency window; fix pipeline and confirm recovery,Full agentic monitoring stack configured; Teams notification latency acceptable for demo,,,
Feature,Proof-of-Concept,Governance & Observability,,,,,,,,,,active,
Story,Proof-of-Concept,Governance & Observability,Purview Data Lineage,,,,,,,,,,active
Task,Proof-of-Concept,Governance & Observability,Purview Data Lineage,Validate auto-registration of all Fabric items in integrated Purview hub,,"Principal Consultant - Data, AI & IoT",7.6,1,Navigate to Fabric Purview hub (Settings → Governance); confirm all items auto-registered: Bronze/Silver/Gold Lakehouses Warehouse Pipelines Eventhouse; no manual scan required,Purview integration on by default for Fabric; items created and populated from previous features,,,
Task,Proof-of-Concept,Governance & Observability,Purview Data Lineage,Trace end-to-end data lineage from ADLS source through medallion tiers to Power BI report,,"Principal Consultant - Data, AI & IoT",7.6,1,In Purview hub open Bronze Lakehouse lineage view; confirm upstream link to ADLS source; trace downstream through Silver transformation Gold aggregation Warehouse load pipeline to Power BI semantic model and report,All pipelines and notebooks have run at least once; pipelines created as Fabric Data Pipeline items,,,
Task,Proof-of-Concept,Governance & Observability,Purview Data Lineage,Apply and verify sensitivity label inheritance from domain default across workspace items,,"Principal Consultant - Data, AI & IoT",7.6,1,Confirm newly created Warehouse tables and Power BI reports automatically inherit General sensitivity label from domain default via fabric-domain module; verify label visible in Purview hub; show label flows through to exported Excel/PDF,Sensitivity label published in M365 compliance centre; domain default_label_id set in fabric-domain module; MIP licensing on demo accounts,,,
Story,Proof-of-Concept,Governance & Observability,Capacity Monitoring,,,,,,,,,,active
Task,Proof-of-Concept,Governance & Observability,Capacity Monitoring,Configure Capacity Metrics dashboard with per-workspace and per-workload breakdown,,"Principal Consultant - Data, AI & IoT",7.6,1,Connect Fabric Capacity Metrics Power BI app to PoC F64 capacity; configure workspace filter; validate CU metrics visible for Spark Warehouse Eventstream and Pipeline workloads,Capacity Metrics app installed from AppSource; capacity admin permissions on demo account; capacity has been running workloads,,,
Task,Proof-of-Concept,Governance & Observability,Capacity Monitoring,Demonstrate CU consumption patterns during concurrent workload execution,,"Principal Consultant - Data, AI & IoT",7.6,1,Run Bronze pipeline Silver notebook and Warehouse query concurrently; observe CU burst behaviour in Capacity Metrics app; show smooth model averaging over 24-hour window; identify highest CU-consuming workload,Capacity Metrics app connected; synthetic workloads available to trigger on demand,,,
Task,Proof-of-Concept,Governance & Observability,Capacity Monitoring,Show chargeback model using per-workspace CU attribution in Capacity Metrics,,"Principal Consultant - Data, AI & IoT",3.8,0.5,Demonstrate per-workspace CU breakdown; explain how this supports chargeback to business units; show how multi-capacity pattern would isolate prod vs dev billing,Single workspace sufficient for concept illustration,,,
Story,Proof-of-Concept,Governance & Observability,CI/CD Gate Demonstration,,,,,,,,,,active
Task,Proof-of-Concept,Governance & Observability,CI/CD Gate Demonstration,Submit PR with hardcoded credential in notebook and show detect-secrets blocks merge,,Principal Engineer - Cloud & DevOps,3.8,0.5,Create test branch; add notebook cell containing fake connection string (format: AccountKey=AAAA...); open PR; observe detect-secrets flags credential; confirm merge blocked with annotation on failing line,CI gate pipeline configured; detect-secrets baseline file committed; branch protection requires status checks to pass,,,
Task,Proof-of-Concept,Governance & Observability,CI/CD Gate Demonstration,Submit PR with public PyPI install URL and show semgrep URL check blocks merge,,Principal Engineer - Cloud & DevOps,3.8,0.5,Add notebook cell with %pip install pandas --index-url https://pypi.org/simple; open PR; confirm semgrep custom rule fires and blocks merge; show fix using private mirror URL passes the gate,Semgrep custom rule for pypi.org URL pattern committed; CI gate running semgrep on *.Notebook/ paths,,,
Task,Proof-of-Concept,Governance & Observability,CI/CD Gate Demonstration,Demonstrate clean PR merge triggering workspace Git sync and live item update in Fabric portal,,Principal Engineer - Cloud & DevOps,3.8,0.5,Submit clean PR adding a comment to a notebook; merge to develop branch; show Fabric workspace Git status updating; sync workspace; confirm notebook item updated in Fabric portal within seconds,Workspace-git module connected to develop branch; Fabric Git sync near-real-time on branch push,,,
